,title,authors,genre,published_year,average_rating
5724,Dead Souls,Nikolaĭ Vasilʹevich Gogolʹ,Fiction,2004.0,3.99
5725,The General in His Labyrinth,Gabriel García Márquez,Fiction,2004.0,3.68
5726,My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,2006.0,4.17
5727,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,2006.0,4.31
5728,Suite Francaise,Irene Nemirovsky,Fiction,2006.0,3.83
5729,Confessions of a French Baker,Peter Mayle;Gerard Auzet,Cooking,2005.0,3.64
5730,Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,2006.0,4.02
5731,See No Evil,,Political Science,2002.0,3.93
5732,Gale Gand's Short + Sweet,Gale Gand;Julia Moskin,Cooking,2004.0,3.74
5733,Fugitives and Refugees,Chuck Palahniuk,Travel,2003.0,3.51
5734,"Isolde, Queen of the Western Isle",Rosalind Miles,Fiction,2003.0,3.65
5735,Last Train to Paradise,Les Standiford,History,2003.0,4.02
5736,"The Hedgehog, the Fox, and the Magister's Pox",Stephen Jay Gould,Science,2003.0,3.64
5737,The Last Hours of Ancient Sunlight,Thom Hartmann,Political Science,2004.0,4.22
5738,The Ruby Ring,Diane Haeger,Fiction,2005.0,3.69
5739,Eat This Book,Tyler Florence,Cooking,2005.0,3.92
5740,Tyler's Ultimate,Tyler Florence,Cooking,2006.0,4.1
5741,Everyday Italian,Giada De Laurentiis,Cooking,2005.0,3.95
5742,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,2004.0,4.22
5743,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,1979.0,4.22
5744,Godless,Ann H. Coulter,Political Science,2006.0,3.31
5745,Angry Black White Boy,Adam Mansbach,Fiction,2005.0,3.55
5746,The Family that Couldn't Sleep,Daniel T. Max,Health & Fitness,2006.0,3.9
5747,The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,Fiction,2005.0,3.12
5748,Peony in Love,Lisa See,Fiction,2007.0,3.6
5749,The Wild Trees,Richard Preston,Nature,2007.0,4.08
5750,There's a (slight) Chance I Might be Going to Hell,Laurie Notaro,Cities and towns,2007.0,3.55
5751,American Gospel,Jon Meacham,History,2006.0,3.79
5752,Scoop,Rene Gutteridge,Fiction,2006.0,3.62
5753,Port Mungo,Patrick McGrath,Fiction,2005.0,3.32
5754,In the Company of Cheerful Ladies,Alexander McCall Smith,Fiction,2006.0,4.07
5755,Blue Shoes and Happiness,Alexander McCall Smith,Fiction,2007.0,4.06
5756,Saturday,Ian McEwan,Fiction,2006.0,3.63
5757,Collected Poems,Chinua Achebe,Poetry,2004.0,3.79
5758,The Disappointment Artist,Jonathan Lethem,Literary Collections,2006.0,3.63
5759,Created In Darkness By Troubled Americans,Dave Eggers,Humor,2005.0,3.76
5760,The Sunday Philosophy Club,Alexander McCall Smith,Fiction,2005.0,3.36
5761,Yellow Dog,Martin Amis,Fiction,2005.0,2.78
5762,Titan,Ron Chernow,Biography & Autobiography,2004.0,4.19
5763,Einstein's Dreams,Alan P. Lightman,Fiction,1993.0,4.07
5764,For Her Own Good,Barbara Ehrenreich;Deirdre English,History,2005.0,3.97
5765,Learned Optimism,Martin E. P. Seligman,Psychology,2006.0,4.0
5766,Love,,Fiction,2005.0,3.73
5767,The Island At The Center Of The World,Russell Shorto,History,2005.0,4.13
5768,McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,Fiction,2004.0,3.53
5769,Operating Instructions,Anne Lamott,Family & Relationships,2005.0,4.19
5770,The Da Vinci Code,Dan Brown,Fiction,2006.0,3.82
5771,Kafka on the Shore,Haruki Murakami,Fiction,2006.0,4.13
5772,Company,Max Barry,Fiction,2007.0,3.73
5773,The Plot Against America,Philip Roth,Fiction,2005.0,3.75
5774,Mulliner Nights,Pelham Grenville Wodehouse,Fiction,1961.0,4.11
5775,Checkpoint,Nicholson Baker,Fiction,2005.0,2.89
5776,Blood Done Sign My Name,Timothy B. Tyson,Biography & Autobiography,2004.0,4.15
5777,The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,2003.0,3.69
5778,Blood on the Moon,James Ellroy,Fiction,2005.0,3.45
5779,The Promise,Chaïm Potok,Fiction,2005.0,4.15
5780,The Greenlanders,Jane Smiley,Fiction,2005.0,3.89
5781,Before the Frost,Henning Mankell,Fiction,2006.0,3.85
5782,The Brief History of the Dead,Kevin Brockmeier,Fiction,2007.0,3.67
5783,"Blind Willow, Sleeping Woman",Haruki Murakami,Fiction,2007.0,3.84
5784,Beowulf,Howell D. Chickering,Literary Criticism,2006.0,3.43
5785,The Complete Stories of Truman Capote,Truman Capote,Fiction,2005.0,4.2
5786,The Sea,John Banville,Fiction,2006.0,3.51
5787,Arthur and George,Julian Barnes,Fiction,2007.0,3.7
5788,The Eiger Sanction,Trevanian,Fiction,2005.0,4.06
5789,Shibumi,Trevanian,Fiction,2005.0,4.22
5790,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,Juvenile Nonfiction,2006.0,3.95
5791,"The Invisibles, the Invisible Kingdom",Grant Morrison,Comics & Graphic Novels,2002.0,4.19
5792,On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,Comics & Graphic Novels,2003.0,3.54
5793,Transmetropolitan: Back on the street,Warren Ellis,Antiheroes,1998.0,4.51
5794,"John Constantine, Hellblazer: Setting sun",Warren Ellis,Comics & Graphic Novels,2004.0,4.19
5795,Superman,Mark Waid;Leinil Francis Yu,Comics & Graphic Novels,2004.0,4.13
5796,The Sgt. Rock Archives,Robert Kanigher;Bob Haney,Comics & Graphic Novels,2005.0,4.56
5797,Arkham Asylum,Grant Morrison;Dave McKean,Comics & Graphic Novels,2004.0,4.1
5798,Kid Eternity,Grant Morrison;Duncan Fegredo,Comics & Graphic Novels,2006.0,3.4
5799,Challengers of the Unknown,Howard Chaykin;Michelle Madsen,Comics & Graphic Novels,2006.0,2.86
5800,Fables: Wolves,Bill Willingham,"Comic books, strips, etc",2002.0,4.28
5801,Neil Gaiman's Neverwhere,Mike Carey;Glenn Fabry;Tony Luke,Comics & Graphic Novels,2007.0,4.23
5802,A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,Fiction,2006.0,3.32
5803,The Absolute Sandman,Neil Gaiman;Sam Kieth,Comics & Graphic Novels,2006.0,4.65
5804,How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,Communication in families,2006.0,4.11
5805,Desolation Jones,Warren Ellis;J. H. Williams;José Villarrubia,Comics & Graphic Novels,2006.0,3.94
5806,Jack of Fables,Bill Willingham;Matthew Sturges;Tony Akins;Andrew Pepoy,Comics & Graphic Novels,2007.0,3.58
5807,Sgt. Rock,Joe Kubert,Comics & Graphic Novels,2007.0,3.48
5808,Superman,Kurt Busiek;Fabian Nicieza;Pete Woods;Len Wein;Gerry Conway;José Luis García-López,Juvenile Fiction,2007.0,3.18
5809,Pledged,Alexandra Robbins,Education,2004.0,3.17
5810,There's No Place Like Here,Cecelia Ahern,Fiction,2007.0,3.67
5811,Jamie's Dinners,Jamie Oliver,Cooking,2004.0,4.07
5812,Jamie's Italy,Jamie Oliver,Cooking,2006.0,4.0
5813,I Shouldn't Even Be Doing This!,Bob Newhart,Biography & Autobiography,2006.0,3.74
5814,Leadership through the ages,Rudolph W. Giuliani,Biography & Autobiography,2003.0,3.95
5815,Being dead is no excuse,Gayden Metcalfe;Charlotte Hays,Cooking,2005.0,3.86
5816,Illustrated Guide to the National Electrical Code,Charles R. Miller,Technology & Engineering,2005.0,4.06
5817,Mother God,Sylvia Browne,"Body, Mind & Spirit",2004.0,4.04
5818,The Power of Infinite Love & Gratitude,Darren R. Weissman,Health & Fitness,2007.0,4.11
5819,60 Million Frenchmen Can't be Wrong,Jean-Benoît Nadeau;Julie Barlow,Social Science,2003.0,3.74
5820,The Wizard's Apprentice,Jackie French Koller,Audiobooks,2003.0,3.78
5821,Treasure Island,Chris Tait;Robert Louis Stevenson;Lucy Corvino,Juvenile Fiction,2005.0,4.12
5822,The Secret Garden,Martha Hailey Dubose;Frances Hodgson Burnett;Martha Hailey,Juvenile Fiction,2005.0,4.3
5823,Black Beauty,Anna Sewell,Juvenile Fiction,2004.0,3.95
5824,A Little Princess,Frances Hodgson Burnett,Juvenile Fiction,2004.0,4.19
5825,Treasure Island,Robert Louis Stevenson,Juvenile Fiction,2004.0,3.83
5826,The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,2004.0,4.13
5827,The Adventures of Tom Sawyer,Mark Twain,Juvenile Fiction,2004.0,3.91
5828,The Easy Way to Stop Smoking,Allen Carr,Self-Help,2004.0,4.29
5829,Making and Mastering Wood Planes,David Finck;James Krenov,Crafts & Hobbies,2005.0,4.1
5830,The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,2006.0,3.81
5831,Gulliver's Travels,Martin Woodside;Jonathan Swift;Jamel Akib,Juvenile Fiction,2006.0,3.93
5832,The Book of the Dragon,,Fiction,2005.0,4.18
5833,Off to Sea,Robert Louis Stevenson;Catherine Nichols,Juvenile Fiction,2006.0,4.17
5834,Lila's Child,Dan Glover,Computers,2003.0,3.6
5835,"V.S. Naipaul, Second Edition",Bruce King,Literary Criticism,2003.0,2.0
5836,EntreMundos/AmongWorlds,AnaLouise Keating,Literary Collections,2005.0,4.47
5837,Strawberry Days,David A. Neiwert,History,2005.0,3.97
5838,Tolkien's Modern Middle Ages,J. Chance;A. Siewers,Literary Criticism,2008.0,3.59
5839,How to Read a Poem,Terry Eagleton,Literary Criticism,2006.0,3.75
5840,Christian Theology,Alister E. McGrath,Religion,2006.0,4.04
5841,South Park and Philosophy,Robert Arp,Philosophy,2006.0,3.41
5842,The Faraway Tree Stories,Enid Blyton,"Children's stories, English",1987.0,4.29
5843,The Mystery of the Disappearing Cat,Enid Blyton,Cats,1944.0,3.94
5844,The Mystery of the Secret Room,Enid Blyton,Children's stories,2009.0,4.04
5845,Babar the King,Jean de Brunhoff,Cities and towns,2004.0,4.18
5846,Den of Thieves,Julia Golding,Adventure stories,2007.0,4.21
5847,The Pursuit of History,John Tosh;Sean Lang,History,2006.0,3.45
5848,Spire,William Golding,Fiction,2006.0,3.59
5849,Flatland,Edwin Abbott Abbott,Fiction,2006.0,3.82
5850,Lost Illusions,Honoré de Balzac,Fiction,2006.0,4.16
5851,Nöddebo Parsonage,Bentley,,2019.0,4.32
5852,A Doll's House,Henrik Ibsen,Performing Arts,2007.0,3.71
5853,"Israel's Shepherd; Or, Thoughts on the Love of God, Manifested in Christ Jesus. in a Series of Letters",Hardpress,History,2019.0,3.72
5854,"The Pronouncing Reading Book for Children, With an Intr., by W.L. Robinson",William L Robinson,History,2019.0,3.66
5855,A Commentary Upon the Gospel According to S. Luke,Saint Cyril (patriarch of Alexandria),History,2019.0,3.59
5856,Collections of the Massachusetts Historical Soceity,Hardpress,History,2019.0,4.13
5857,The Story of the Life of Lafayette,Mrs John Farrar,History,2019.0,3.93
5858,The End of Nana Sahib,Jules Verne,Fiction,2003.0,3.62
5859,The Taming of the Shrew,William Shakespeare,,2003.0,3.8
5860,Sparknotes Henry IV,John Crowther,Study Aids,2005.0,3.88
5861,Existential Meditation,Simon Cleveland,Existentialism,2005.0,4.91
5862,A Million Little Pieces of Feces,Python Bonkers,Fiction,2006.0,3.55
5863,The Master and Margarita,Mikhail Afanasevich Bulgakov,Fiction,2006.0,4.31
5864,The Radical Right and the Murder of John F. Kennedy,Harrison E. Livingstone,History,2004.0,3.22
5865,A Dracula Handbook,Elizabeth Miller,Education,2005.0,4.23
5866,Gunslinger Girl,Yu Aida,Comics & Graphic Novels,2003.0,3.86
5867,Pretear,Kaori Naruse;Junichi Satou,Comics & Graphic Novels,2005.0,3.96
5868,Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,2005.0,4.3
5869,The Regime,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2005.0,4.11
5870,The Rapture,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007.0,4.15
5871,Looking for God in Harry Potter,John Granger,Literary Criticism,2006.0,4.13
5872,The Good Earth,Pearl S. Buck;Stephanie Reents,Fiction,2005.0,3.98
5873,Oedipus the King,Sophocles;Frederic Will;Bernard Knox,Drama,2005.0,3.69
5874,Gulliver's Travels and A Modest Proposal,Jonathan Swift;Jesse Gale,Fiction,2005.0,3.79
5875,Dirty Little Secrets,Julie Leto,Fiction,2005.0,3.58
5876,The Voyage of the Jerle Shannara Trilogy,Terry Brooks,Fantasy,2004.0,4.26
5877,If You Dare,Kresley Cole,Fiction,2005.0,4.0
5878,"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,2005.0,3.89
5879,Tunnel in the Sky,Robert A. Heinlein,Fiction,2005.0,3.93
5880,Citizen of the Galaxy,Robert A. Heinlein,Fiction,2005.0,3.98
5881,Where Are the Children?,Mary Higgins Clark,Fiction,2005.0,4.02
5882,Star Trek: Voyager: String Theory #3,Heather Jarman,Fiction,2006.0,3.8
5883,Wind Rider's Oath,David Weber,Fiction,2005.0,4.02
5884,On Basilisk Station,David Weber,Fiction,2005.0,4.13
5885,1635: Cannon Law,Eric Flint;Andrew Dennis,Fiction,2006.0,3.75
5886,The Farthest Shore,Ursula K. Le Guin,Fiction,2004.0,4.13
5887,A Hunger Like No Other,Kresley Cole,Fiction,2006.0,4.2
5888,No Rest for the Wicked,Kresley Cole,Fiction,2006.0,4.3
5889,Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,2006.0,4.14
5890,Sahara,Clive Cussler,Fiction,2005.0,3.96
5891,Deep Six,Clive Cussler,Fiction,2005.0,3.89
5892,Happy Hour at Casa Dracula,Marta Acosta,Fiction,2006.0,3.58
5893,Midnight Brunch,Marta Acosta,Fiction,2007.0,3.8
5894,Oath of Swords,David Weber,Fiction,2006.0,4.01
5895,By Slanderous Tongues,Mercedes Lackey;Roberta Gellis,Fiction,2007.0,3.89
5896,Bedlam's Edge,Mercedes Lackey;Rosemary Edghill,Fiction,2007.0,3.92
5897,Cell,Stephen King,Fiction,2006.0,3.65
5898,Angels & Demons,Dan Brown,Fiction,2006.0,3.88
5899,Deception Point,Dan Brown,Fiction,2006.0,3.7
5900,Controversy Creates Cash,Eric Bischoff;Jeremy Roberts,Biography & Autobiography,2006.0,3.6
5901,Ricochet,Sandra Brown,Fiction,2007.0,3.97
5902,Sixteen Thirty-two,Eric Flint,Fiction,2006.0,4.04
5903,Bedlam's Bard,Mercedes Lackey;Ellen Guon,Fiction,2006.0,3.95
5904,The Guy Not Taken,Jennifer Weiner,Fiction,2006.0,3.48
5905,Santa Cruise,Mary Higgins Clark;Carol Higgins Clark,Fiction,2006.0,3.41
5906,Dragon,Clive Cussler,Fiction,2006.0,3.92
5907,More Twisted,Jeffery Deaver,Fiction,2006.0,3.84
5908,Wild Magic,Tamora Pierce,Juvenile Fiction,2005.0,4.33
5909,Godless,Pete Hautman,Juvenile Fiction,2005.0,3.6
5910,The Realms of the Gods,Tamora Pierce,Juvenile Fiction,2006.0,4.32
5911,Amelia's Notebook,Marissa Moss,Juvenile Fiction,2006.0,4.0
5912,Go Ask Alice,Anonymous,Young Adult Fiction,2006.0,3.76
5913,Same Sex in the City,Lauren Levin;Lauren Blitzer,Self-Help,2006.0,3.58
5914,Ghost Ship,Mary Higgins Clark,Juvenile Fiction,2007.0,3.73
5915,Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,2007.0,3.65
5916,Crazy Hot,Melissa de la Cruz,Juvenile Fiction,2007.0,3.94
5917,He's Just Not That Into You (The Newly Expanded Edition),Greg Behrendt;Liz Tuccillo,Family & Relationships,2006.0,3.66
5918,Kristy's Great Idea,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,2006.0,4.17
5919,The Birth Of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,2004.0,3.98
5920,The Curious Incident of the Dog in the Night-time,Mark Haddon,Autism,2003.0,3.87
5921,The Scarlet Letter,Nathaniel Hawthorne,Study Aids,2006.0,3.39
5922,Harm's Way,Elizabeth Stewart,Fiction,2005.0,3.36
5923,Wicked Sacrifice,Lora Leigh,Fiction,2006.0,4.22
5924,Ellora's Cavemen,Elisa Adams;Sylvia Day;Anna J. Evans;Denise A. Agnew;B. J. McCall,Fiction,2005.0,3.64
5925,The Trojan Women,Euripides;Gilbert Murray,Drama,2006.0,3.87
5926,The Art of Howl's Moving Castle,Hayao Miyazaki,Performing Arts,2005.0,4.51
5927,Howls Moving Castle Picture Book,Hayao Miyazaki,Comics & Graphic Novels,2005.0,4.4
5928,Howl's Moving Castle Film Comic,Hayao Miyazaki,Comics & Graphic Novels,2005.0,4.4
5929,"Fullmetal Alchemist, Vol. 5",Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.56
5930,Fullmetal Alchemist: The Abducted Alchemist (Novel),Hiromu Arakawa,Juvenile Fiction,2006.0,4.57
5931,Maison Ikkoku,Rumiko Takahashi,Comics & Graphic Novels,2006.0,4.35
5932,Beauty is the Beast,Tomo Matsumoto,Comics & Graphic Novels,2006.0,3.79
5933,Bleach,Tite Kubo,Comics & Graphic Novels,2006.0,4.36
5934,Battle Angel Alita: Last Order,Yukito Kishiro,Comics & Graphic Novels,2006.0,4.12
5935,Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.57
5936,Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.6
5937,Ranma 1/2,Rumiko Takahashi,Comics & Graphic Novels,2006.0,4.08
5938,From Far Away,Kyoko Hikawa,Comics & Graphic Novels,2007.0,4.5
5939,Death Note,Tsugumi Ohba;Takeshi Obata,Comics & Graphic Novels,2006.0,4.26
5940,Hikaru no Go,Yumi Hotta,Comics & Graphic Novels,2006.0,4.22
5941,JoJo's Bizarre Adventure: Part 3--Stardust Crusaders,Hirohiko Araki,Comics & Graphic Novels,2006.0,4.42
5942,Yakitate!! Japan,Takashi Hashiguchi,Comics & Graphic Novels,2007.0,3.96
5943,Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007.0,4.59
5944,Angel's Vision,Yukito Kishiro,Comics & Graphic Novels,2006.0,4.1
5945,The Drifting Classroom,Kazuo Umezu,Comics & Graphic Novels,2007.0,3.94
5946,Bleach,Tite Kubo,Comics & Graphic Novels,2007.0,4.36
5947,Fullmetal Alchemist,Hiromu Arakawa,Comics & Graphic Novels,2007.0,4.59
5948,Ghost in the Shell 2: Innocence (Novel - Paperback),Masaki Yamada,Comics & Graphic Novels,2007.0,3.99
5949,Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,2006.0,3.83
5950,Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,Juvenile Fiction,2006.0,3.86
5951,Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,Juvenile Fiction,2006.0,3.89
5952,Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,Juvenile Fiction,2006.0,3.97
5953,"The Percy Jackson and the Olympians, Book Three: Titan's Curse",Rick Riordan,Juvenile Fiction,2007.0,4.35
5954,Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,Rob Kidd,Juvenile Fiction,2006.0,4.05
5955,The Sea of Monsters,Rick Riordan,Juvenile Fiction,2007.0,4.24
5956,Surfer's Code,Shaun Tomson;Patrick J. Moser,Self-Help,2006.0,3.81
5957,Kokopelli,Dennis Slifer,Art,2007.0,3.56
5958,Metamorphoses,Ovid,,2006.0,
5959,The Trouble with the Pears,Gia Bathory Al Babel,Fiction,2006.0,2.55
5960,The Adventures of Sally,P. G. Wodehouse,Fiction,2007.0,3.78
5961,As You Like It,William Shakespeare,Drama,2011.0,
5962,Henry V,William Shakespeare,Drama,2011.0,
5963,Henry IV,William Shakespeare,Drama,2011.0,
5964,Shakespeare's Sonnets,William Shakespeare,Drama,2011.0,
5965,Henry VIII,William Shakespeare,Drama,2001.0,
5966,Living with the Passive-Aggressive Man,Scott Wetzler,Psychology,2011.0,
5967,Metamorphoses,Publius Naso,,2012.0,
5968,No Cherubs for Melanie,James Hawkins,Fiction,2002.0,4.0
5969,Bite Me!,Nikki Stafford,Performing Arts,2002.0,4.13
5970,From Far Away,Robert N. Munsch;Saoussan Askar;Michael Martchenko,Juvenile Fiction,1995.0,4.02
5971,Magic Carpet Ride,John Kay;John Einarson,Biography & Autobiography,1994.0,4.1
5972,Ecuador Nature Guide,Christopher D. Jiggins,Botanique,2000.0,5.0
5973,Lord Jim,Joseph Conrad,Fiction,2000.0,3.62
5974,Alice's Adventures in Wonderland,Lewis Carroll,Juvenile Fiction,2000.0,4.01
5975,The Governess,Sarah Fielding,Fiction,2005.0,2.62
5976,The Woman in White,Wilkie Collins,Fiction,2006.0,3.99
5977,The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2006.0,4.1
5978,Tiger Prince,Erin St. Claire;Sandra Brown,Fiction,1999.0,3.78
5979,Shadows at Sunset,Anne Stuart,Fiction,2000.0,3.63
5980,The Thrill of Victory,Sandra Brown,Fiction,2003.0,3.6
5981,Strange Bedpersons,Jennifer Crusie,Fiction,1994.0,3.5
5982,The Wedding Night,Jayne Ann Krentz,Fiction,2001.0,3.46
5983,Warrior,Elizabeth Lowell,Fiction,2002.0,3.92
5984,What the Lady Wants,Jennifer Crusie,Fiction,2002.0,3.63
5985,Dancing on Air,Frances Oliver,Fiction,2004.0,4.12
5986,Suki's Kimono,Chieri Uegaki;Stephane Jorisch,Juvenile Fiction,2003.0,4.18
5987,Terry,Douglas Coupland,Biography & Autobiography,2005.0,4.34
5988,"Louisa May Alcott on Race, Sex, and Slavery",Louisa May Alcott,Fiction,1997.0,3.94
5989,The Blood Wood,Rob Cruz;Roger Gaudreau;Jennifer Hartshorn;Ian Lemke;Diane Piron-Gelman;Louis J. Prosperi;Sharon Turner Mulvihill,Games & Activities,1997.0,3.69
5990,Stir-fry,Emma Donoghue,Fiction,1994.0,3.58
5991,The Gonzo Way,Anita Thompson,Biography & Autobiography,2007.0,3.95
5992,Some Ether,Nick Flynn,Poetry,2000.0,4.16
5993,Your Inner Physician and You,John E. Upledger,Medical,1997.0,4.09
5994,A Saucer of Loneliness,Theodore Sturgeon,Fiction,2002.0,4.41
5995,Healing with Whole Foods,Paul Pitchford,Health & Fitness,2002.0,4.4
5996,Empire 2.0,Régis Debray,Political Science,2004.0,4.75
5997,James Dean,David Dalton,Biography & Autobiography,2001.0,4.07
5998,Women & Cats,Michelle Lovric,Pets,2003.0,4.23
5999,Nine Coaches Waiting,Mary Stewart;Sandra Brown,Fiction,2006.0,4.02
6000,The Winthrop Woman,Anya Seton,Fiction,2006.0,4.08
6001,Angel of the Outback,Patricia Hickman,Fiction,1995.0,3.27
6002,The Hitchhiker's Guide to the Galaxy,Robbie Stamp;Paul Simpson,Performing Arts,2005.0,3.9
6003,The Sideways Guide to Wine and Life,Alexander Payne;Jim Taylor,Performing Arts,2005.0,4.43
6004,The Namesake,Jhumpa Lahiri;Mira Nair,Performing Arts,2006.0,4.05
6005,George Washington's Rules of Civility and Decent Behaviour,George Washington,History,1989.0,4.1
6006,The Mystery of the Brass Bound Trunk,Carolyn Keene,Fiction,2001.0,3.89
6007,The Mystery of the Moss-Covered Mansion,Carolyn Keene,Juvenile Fiction,2003.0,3.88
6008,The Apple that Astonished Paris,Billy Collins,American poetry,1988.0,4.2
6009,Keeping Faith,Jimmy Carter,Biography & Autobiography,1995.0,3.77
6010,A Guide for Using a Wrinkle in Time in the Classroom,John Carratello;Patty Carratello,Education,1991.0,3.94
6011,The Picture of Dorian Gray,Oscar Wilde,Fiction,2005.0,4.07
6012,"The Adventures of Baron Munchausen, the Screenplay",Charles McKeown;Terry Gilliam,Performing Arts,1989.0,3.48
6013,The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson;Adam Long;Daniel Singer,Drama,1994.0,4.46
6014,Spring's Awakening,Frank Wedekind,Fiction,1995.0,3.81
6015,Paul Kirk's Championship Barbecue Sauces,Paul Kirk,Cooking,1997.0,3.9
6016,Smart Love,Martha Heineman Pieper;William Joseph Pieper,Family & Relationships,2001.0,3.86
6017,Not Your Mother's Slow Cooker Cookbook,Beth Hensperger;Julie Kaufmann,Cooking,2004.0,3.78
6018,Betty Friedan and the Making of The Feminine Mystique,Daniel Horowitz,Political Science,2000.0,3.59
6019,The Complete ACOA Sourcebook,Janet G. Woititz,Self-Help,2002.0,4.06
6020,Three Daughters of Madame Liang,Pearl Sydenstricker Buck,Fiction,1969.0,3.88
6021,"East Wind, West Wind",Pearl Sydenstricker Buck,Fiction,1930.0,4.0
6022,A guided tour of five works by Plato,Christopher Biffle;Plato,Philosophy,1995.0,4.33
6023,A Tempest,Aimé Césaire;Richard Miller,Drama,2002.0,3.55
6024,Dogeaters,Jessica Tarahata Hagedorn,Drama,2003.0,3.58
6025,The Birth of Heroin and the Demonization of the Dope Fiend,Th Metzger,Social Science,1998.0,3.88
6026,Marine Conservation Biology,Michael E. Soulé;Michael E. Marine Conservation Biology Institute,Nature,2005.0,4.67
6027,Flowers for Algernon,Patrice Cassedy,Juvenile Nonfiction,2000.0,3.0
6028,On the Bus,Paul Perry;Ken Babbs,Social Science,1996.0,3.86
6029,Requiem for a Dream,Hubert Selby,Fiction,1999.0,4.11
6030,The Gangs of New York,,History,1990.0,3.59
6031,Expelled from Eden,Perseus,Fiction,2004.0,4.05
6032,"Pink Flamingos, and Other Filth",John Waters,Performing Arts,2005.0,4.22
6033,The Big Empty,Norman Mailer;John Buffalo Mailer,Literary Collections,2006.0,3.31
6034,Monster Island,David Wellington,Fiction,2006.0,3.6
6035,Into the Void,Nigel Findley,Fiction,1991.0,3.54
6036,The Zen Gardening Kit,Running Press,Gardening,1992.0,3.21
6037,The Not So Big House,Sarah Susanka;Kira Obolensky,House & Home,1998.0,4.07
6038,"Remembrance of Things Past, Part 2",Stéphane Heuet;Marcel Proust;Stanislas Brézet,Comics & Graphic Novels,2002.0,4.03
6039,Wokini,Billy Mills;Nicholas Sparks,Self-Help,1990.0,3.56
6040,Power Vs. Force,David R. Hawkins,"Body, Mind & Spirit",2002.0,4.22
6041,"Boomers, Xers, and Other Strangers",Rick Hicks;Kathy Hicks,Social Science,1999.0,3.36
6042,The Three Musketeers,Alexandre Dumas,Comics & Graphic Novels,2010.0,3.56
6043,The Other Woman,Ann O'Leary,Fiction,1999.0,3.64
6044,Don't Wait for Your Ship to Come In,John Mason,Religion,1994.0,3.22
6045,The Heart of a Leader,Kenneth H. Blanchard,Religion,1999.0,3.96
6046,The Quiet Little Woman,Louisa May Alcott,Fiction,1999.0,3.66
6047,The Boomer Bible,R. F. Laird;Robert F. Laird,Humor,1991.0,4.25
6048,Barnyard Dance!,Sandra Boynton,Juvenile Fiction,1993.0,4.25
6049,Read my lips,Riki Anne Wilchins,Biography & Autobiography,1997.0,3.95
6050,Batman Gothic,Grant Morrison;Klaus Janson,Comics & Graphic Novels,1992.0,3.79
6051,Season of Mists,Neil Gaiman;Kelley Jones,Comics & Graphic Novels,1992.0,4.54
6052,The Books of Magic,Neil Gaiman,Comics & Graphic Novels,1993.0,4.08
6053,Mystery Play,Grant Morrison;Jon J. Muth,Comics & Graphic Novels,1995.0,3.44
6054,"John Constantine, Hellblazer",Garth Ennis;Steve Dillon,Comics & Graphic Novels,1997.0,4.17
6055,Dream Country,Neil Gaiman;Kelley Jones;Charles Vess,Comics & Graphic Novels,1995.0,4.24
